Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20190710,Biguanide,1995,REMEDYREPACK INC,2019/01/02-,70518-1768,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/894a212f-2f62-4b5d-b71b-5fc7d3eb70b2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=894a212f-2f62-4b5d-b71b-5fc7d3eb70b2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=894a212f-2f62-4b5d-b71b-5fc7d3eb70b2,894a212f-2f62-4b5d-b71b-5fc7d3eb70b2
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,ANDA,205096,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20190705,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2019/06/27-,70934-399,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8cf3712f-b7be-448a-e053-2a95a90a4531/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8cf3712f-b7be-448a-e053-2a95a90a4531,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8cf3712f-b7be-448a-e053-2a95a90a4531,8cf3712f-b7be-448a-e053-2a95a90a4531
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,201991,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20190628,Biguanide,1995,NCS HEALTHCARE OF KY INC DBA VANGARD LABS,2013/03/01-,0615-8289,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5bb945c1-954a-4d43-aa24-33767d19c57c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5bb945c1-954a-4d43-aa24-33767d19c57c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5bb945c1-954a-4d43-aa24-33767d19c57c,5bb945c1-954a-4d43-aa24-33767d19c57c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin Hydrochloride; metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190611,Biguanide,1995,BRYANT RANCH PREPACK,2010/04/22-,63629-1395; 63629-7925,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d0039cce-21cf-e620-af35-b863099d41e8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d0039cce-21cf-e620-af35-b863099d41e8,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d0039cce-21cf-e620-af35-b863099d41e8,d0039cce-21cf-e620-af35-b863099d41e8
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,76869,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190611,Biguanide,,BRYANT RANCH PREPACK,2005/04/01-,71335-1162,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/59b5199a-d7d5-47c0-b591-2dad551ca37e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=59b5199a-d7d5-47c0-b591-2dad551ca37e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=59b5199a-d7d5-47c0-b591-2dad551ca37e,59b5199a-d7d5-47c0-b591-2dad551ca37e
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190611,Biguanide,1995,BRYANT RANCH PREPACK,2010/04/22-,71335-0859,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/24c911e9-77d3-4aac-964f-a6b07cbde908/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24c911e9-77d3-4aac-964f-a6b07cbde908,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=24c911e9-77d3-4aac-964f-a6b07cbde908,24c911e9-77d3-4aac-964f-a6b07cbde908
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190531,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2018/12/11-,70934-207,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7ea3a228-9aa4-7108-e053-2991aa0ae787/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7ea3a228-9aa4-7108-e053-2991aa0ae787,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7ea3a228-9aa4-7108-e053-2991aa0ae787,7ea3a228-9aa4-7108-e053-2991aa0ae787
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,ANDA,205096,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20190520,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2019/03/11-,70934-311,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/89575edd-bb8e-cb00-e053-2995a90acc6d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=89575edd-bb8e-cb00-e053-2995a90acc6d,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=89575edd-bb8e-cb00-e053-2995a90acc6d,89575edd-bb8e-cb00-e053-2995a90acc6d
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190518,Biguanide,1995,HERITAGE PHARMACEUTICALS INC,2010/04/22-,23155-102; 23155-103; 23155-104,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ab2084b3-eb1b-4c52-9196-76a43f280961/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ab2084b3-eb1b-4c52-9196-76a43f280961,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ab2084b3-eb1b-4c52-9196-76a43f280961,ab2084b3-eb1b-4c52-9196-76a43f280961
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,ANDA,205096,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20190515,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2017/12/18-,71610-278,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a5e37169-2e4f-4f1b-8f08-2b21e99490de/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a5e37169-2e4f-4f1b-8f08-2b21e99490de,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a5e37169-2e4f-4f1b-8f08-2b21e99490de,a5e37169-2e4f-4f1b-8f08-2b21e99490de
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78596,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190514,Biguanide,1995,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,2009/12/02-; 2010/02/26-,53746-178; 53746-179,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ee2739df-8db4-4b05-9a81-1590efbb589b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ee2739df-8db4-4b05-9a81-1590efbb589b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ee2739df-8db4-4b05-9a81-1590efbb589b,ee2739df-8db4-4b05-9a81-1590efbb589b
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190510,Biguanide,,ST MARY S MEDICAL PARK PHARMACY,2010/04/22-,60760-100,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/60559fa9-25ee-39b4-e053-2a91aa0a2082/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=60559fa9-25ee-39b4-e053-2a91aa0a2082,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=60559fa9-25ee-39b4-e053-2a91aa0a2082,60559fa9-25ee-39b4-e053-2a91aa0a2082
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78596,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190508,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2009/12/02-,71610-020,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fc814ccb-7f9d-45c8-bb75-80ca07e297ae/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fc814ccb-7f9d-45c8-bb75-80ca07e297ae,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fc814ccb-7f9d-45c8-bb75-80ca07e297ae,fc814ccb-7f9d-45c8-bb75-80ca07e297ae
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190503,Biguanide,1995,UNIT DOSE SERVICES,2010/04/22-,50436-9054,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/98c4b9a5-b8da-4bf0-bd52-7fc79152e414/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=98c4b9a5-b8da-4bf0-bd52-7fc79152e414,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=98c4b9a5-b8da-4bf0-bd52-7fc79152e414,98c4b9a5-b8da-4bf0-bd52-7fc79152e414
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,76033,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190429,Biguanide,,A S MEDICATION SOLUTIONS,2018/01/19-,50090-3691,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8a80f48c-3b06-40e4-a9d0-b80da7624ca3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8a80f48c-3b06-40e4-a9d0-b80da7624ca3,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8a80f48c-3b06-40e4-a9d0-b80da7624ca3,8a80f48c-3b06-40e4-a9d0-b80da7624ca3
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190429,Biguanide,1995,A S MEDICATION SOLUTIONS,2008/04/17-,50090-3719,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/14607665-093a-4f10-b1e6-f618e380408e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=14607665-093a-4f10-b1e6-f618e380408e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=14607665-093a-4f10-b1e6-f618e380408e,14607665-093a-4f10-b1e6-f618e380408e
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE; TABLET, FILM COATED",ORAL,ANDA,205330;206955,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190425,Biguanide,1995,MACLEODS PHARMACEUTICALS LIMITED,2016/12/08-; 2017/11/01-,33342-141; 33342-142; 33342-143; 33342-239; 33342-240,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/623b3bc6-1b07-4a04-bc7a-7fc695adf063/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=623b3bc6-1b07-4a04-bc7a-7fc695adf063,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=623b3bc6-1b07-4a04-bc7a-7fc695adf063,623b3bc6-1b07-4a04-bc7a-7fc695adf063
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,ANDA,205096,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190423,Biguanide,1995,TAGI PHARMA INC,2019/05/01-,51224-020; 51224-120; 51224-220,786Z46389E,Metformin Hydrochloride,Metformin,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9e8686e9-cc6e-41a5-8709-215a6670575a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9e8686e9-cc6e-41a5-8709-215a6670575a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9e8686e9-cc6e-41a5-8709-215a6670575a,9e8686e9-cc6e-41a5-8709-215a6670575a
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190419,Biguanide,,NUCARE PHARMACEUTICALS INC,2010/04/22-,68071-4525,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7366efad-8e3c-8bc3-e053-2991aa0a713b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7366efad-8e3c-8bc3-e053-2991aa0a713b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7366efad-8e3c-8bc3-e053-2991aa0a713b,7366efad-8e3c-8bc3-e053-2991aa0a713b
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,209303,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190411,Biguanide,1995,ALIGNSCIENCE PHARMA INC,2018/11/03-,69948-001,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f0a2acff-e9d8-496f-87fa-bc7f13d50712/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f0a2acff-e9d8-496f-87fa-bc7f13d50712,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f0a2acff-e9d8-496f-87fa-bc7f13d50712,f0a2acff-e9d8-496f-87fa-bc7f13d50712
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190410,Biguanide,1995,QUALITY CARE PRODUCTS LLC,2019/03/22-,49999-116,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/62d676ef-7fd1-49ff-863d-b0e9eb03bee2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=62d676ef-7fd1-49ff-863d-b0e9eb03bee2,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=62d676ef-7fd1-49ff-863d-b0e9eb03bee2,62d676ef-7fd1-49ff-863d-b0e9eb03bee2
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190409,Biguanide,,NUCARE PHARMACEUTICALS INC,2010/04/22-,68071-4669,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7d031dd8-a84c-0a11-e053-2991aa0a5fdf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7d031dd8-a84c-0a11-e053-2991aa0a5fdf,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7d031dd8-a84c-0a11-e053-2991aa0a5fdf,7d031dd8-a84c-0a11-e053-2991aa0a5fdf
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,077060;077078,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190408,Biguanide,1995,VIONA PHARMACEUTICALS INC,2019/03/15-,72578-035; 72578-036,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/85027e6c-d35b-49eb-a234-dd71aa77aee0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=85027e6c-d35b-49eb-a234-dd71aa77aee0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=85027e6c-d35b-49eb-a234-dd71aa77aee0,85027e6c-d35b-49eb-a234-dd71aa77aee0
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,90564,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20190321,Biguanide,,GRAXCELL PHARMACEUTICAL LLC,2017/10/18-,70795-1160; 70795-1170,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5bd46f87-5dff-2d23-e053-2a91aa0a8959/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5bd46f87-5dff-2d23-e053-2a91aa0a8959,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5bd46f87-5dff-2d23-e053-2a91aa0a8959,5bd46f87-5dff-2d23-e053-2a91aa0a8959
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203769,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,20190320,Biguanide,1995,QUALITY CARE PRODUCTS LLC,2019/03/15-,55700-730,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ffa799e3-d749-41df-a8af-e01cd53172b6/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ffa799e3-d749-41df-a8af-e01cd53172b6,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ffa799e3-d749-41df-a8af-e01cd53172b6,ffa799e3-d749-41df-a8af-e01cd53172b6
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,90295,METFORMIN HYDROCHLORIDE EXTENDED RELEASE,METFORMIN HYDROCHLORIDE,20190319,Biguanide,,NUCARE PHARMACEUTICALS INC,2016/05/12-,68071-3111,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4a53ea53-3052-614b-e054-00144ff8d46c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4a53ea53-3052-614b-e054-00144ff8d46c,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4a53ea53-3052-614b-e054-00144ff8d46c,4a53ea53-3052-614b-e054-00144ff8d46c
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190318,Biguanide,1995,NUCARE PHARMACEUTICALS INC,2010/04/22-,68071-4804,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/84603461-00cc-043c-e053-2991aa0a3f1e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=84603461-00cc-043c-e053-2991aa0a3f1e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=84603461-00cc-043c-e053-2991aa0a3f1e,84603461-00cc-043c-e053-2991aa0a3f1e
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208999,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190303,Biguanide,1995,SUNSHINE LAKE PHARMA CO LTD,2019/03/06-,48792-7861; 48792-7862; 48792-7863,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1c101aba-83a6-494f-b976-3f1c8494680a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1c101aba-83a6-494f-b976-3f1c8494680a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1c101aba-83a6-494f-b976-3f1c8494680a,1c101aba-83a6-494f-b976-3f1c8494680a
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190301,Biguanide,,NUCARE PHARMACEUTICALS INC,2010/04/22-,68071-4683,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7df1b93e-7500-aada-e053-2991aa0a6e99/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7df1b93e-7500-aada-e053-2991aa0a6e99,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7df1b93e-7500-aada-e053-2991aa0a6e99,7df1b93e-7500-aada-e053-2991aa0a6e99
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190301,Biguanide,,NUCARE PHARMACEUTICALS INC,2010/04/22-,68071-4560,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/75c8673d-5068-1b23-e053-2a91aa0ab9cb/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=75c8673d-5068-1b23-e053-2a91aa0ab9cb,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=75c8673d-5068-1b23-e053-2a91aa0ab9cb,75c8673d-5068-1b23-e053-2a91aa0ab9cb
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190129,Biguanide,1995,INGENUS PHARMACEUTICALS LLC,2014/07/16-,50742-154; 50742-155; 50742-156,786Z46389E,metformin hydrochloride,metformin,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2b6e255e-cd05-4f9a-a144-bfe0344479c3/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2b6e255e-cd05-4f9a-a144-bfe0344479c3,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2b6e255e-cd05-4f9a-a144-bfe0344479c3,2b6e255e-cd05-4f9a-a144-bfe0344479c3
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, EXTENDED RELEASE",ORAL,ANDA,78321,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190127,Biguanide,,DENTON PHARMA INC DBA NORTHWIND PHARMACEUTICALS,2018/06/06-,70934-134,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/70a765db-7cf2-2958-e053-2991aa0adcb5/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=70a765db-7cf2-2958-e053-2991aa0adcb5,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=70a765db-7cf2-2958-e053-2991aa0adcb5,70a765db-7cf2-2958-e053-2991aa0adcb5
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,76033,metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190119,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,completed:2018/01/19-2020/11/30,71610-221,786Z46389E,metformin hydrochloride,metformin,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/385b9101-7a6d-47a6-9e24-aea8f33c0387/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=385b9101-7a6d-47a6-9e24-aea8f33c0387,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=385b9101-7a6d-47a6-9e24-aea8f33c0387,385b9101-7a6d-47a6-9e24-aea8f33c0387
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,91184,Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,20190114,Biguanide,,MAJOR PHARMACEUTICALS,2011/01/31-; completed:2011/01/31-2019/04/30,0904-6326; 0904-6327; 0904-6328,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9f62a65e-6a65-4ae8-9c16-e658be7fc2d0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9f62a65e-6a65-4ae8-9c16-e658be7fc2d0,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9f62a65e-6a65-4ae8-9c16-e658be7fc2d0,9f62a65e-6a65-4ae8-9c16-e658be7fc2d0
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90564,Metformin hydrochloride,METFORMIN HYDROCHLORIDE,20190107,Biguanide,,APHENA PHARMA SOLUTIONS TENNESSEE LLC,2010/04/22-,71610-212,786Z46389E,METFORMIN HYDROCHLORIDE,METFORMIN,9100L32L2N,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ac9eedc6-3a4a-4e41-bf8a-8781130aab0f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ac9eedc6-3a4a-4e41-bf8a-8781130aab0f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ac9eedc6-3a4a-4e41-bf8a-8781130aab0f,ac9eedc6-3a4a-4e41-bf8a-8781130aab0f
